AREACD,AREANM,Male 0-4,Male 5-9,Male 10-14,Male 15,Male 16,Male 17,Male 18,Male 19,Male 20,Male 21,Male 22,Male 23,Male 24,Male 25-29,Male 30-34,Male 35-39,Male 40-44,Male 45-49,Male 50-54,Male 55-59,Male 60-64,Male 65-69,Male 70-74,Male 75-79,Male 80-84,Male 85-89,Male 90+,Female 0-4,Female 5-9,Female 10-14,Female 15,Female 16,Female 17,Female 18,Female 19,Female 20,Female 21,Female 22,Female 23,Female 24,Female 25-29,Female 30-34,Female 35-39,Female 40-44,Female 45-49,Female 50-54,Female 55-59,Female 60-64,Female 65-69,Female 70-74,Female 75-79,Female 80-84,Female 85-89,Female 90+
E09000014,Haringey,6.7,6.4,6,1.1,1.1,1,1.1,1,1,1.1,1.3,1.4,1.4,8.6,9.8,10.1,8.6,7.3,6.7,5.2,3.8,3,2.4,1.6,1.3,0.7,0.3,6.6,6.4,5.8,1.2,1.1,1.1,1.1,0.9,1,1.1,1.3,1.4,1.5,8.4,8.7,8.8,7.8,6.9,6.8,5.9,4.5,3.6,3,2,1.6,1,0.5
E09000019,Islington,5.5,5.2,4.7,0.8,0.8,0.8,0.9,1.2,1.5,1.7,2.2,2.4,2.5,13.5,12.5,9.9,6.8,5.7,5.6,4.5,3.3,2.5,2.1,1.5,1,0.6,0.3,5.2,5.1,4.4,0.8,0.8,0.8,1,1.3,1.8,2,2.3,2.8,3,14.8,11.6,7.6,5.8,5.4,5.4,4.7,3.7,2.8,2.5,1.7,1.3,0.8,0.5
E09000020,Kensington and Chelsea,5.4,5.8,5.2,0.9,0.9,0.9,0.9,0.9,1.1,1.1,1.3,1.5,1.3,7.4,8.2,9.1,8.5,7.3,6.9,6.1,4.8,4,3.8,2.7,2.1,1.1,0.7,5.2,5.3,4.9,0.9,0.8,0.8,0.9,0.9,1,1,1.3,1.5,1.3,7.3,7.4,7.8,7.7,7.1,7.2,6.6,5.5,5,4.8,3.4,2.2,1.2,1
E09000022,Lambeth,5.8,5.7,5.2,0.9,0.9,0.9,0.9,0.8,0.8,0.9,1.3,1.6,1.9,12.1,14,10.8,7.2,6.3,5.9,5,3.5,2.5,1.9,1.3,1,0.6,0.3,5.5,5.4,5,0.9,0.9,0.9,0.9,0.7,0.8,1,1.4,2.1,2.6,14.1,12.4,8.4,6.5,5.8,5.9,5.4,3.9,2.8,2.2,1.7,1.3,0.8,0.6
E09000023,Lewisham,7.4,7,6,1,1,1,1,0.9,0.9,1,1.2,1.4,1.4,8.7,10.3,10.1,8.4,7.1,6.4,5.4,3.9,2.7,2.2,1.5,1.1,0.6,0.3,6.7,6.4,5.6,0.9,0.9,0.9,1,0.9,0.9,1.1,1.3,1.4,1.6,9.1,10.2,9.5,7.8,6.8,6.5,5.9,4.2,3,2.4,1.8,1.5,1,0.7
E09000025,Newham,7.4,7,5.9,1.1,1.1,1.1,1.1,1.2,1.2,1.3,1.5,1.7,1.7,10.9,13,10.5,7.1,6,5.2,4.3,3.3,2.3,1.6,1.1,0.9,0.5,0.2,8,7.5,6.3,1.2,1.3,1.1,1.2,1.1,1.2,1.3,1.5,1.7,1.9,9.9,9.8,8.9,6.6,5.9,5.7,4.9,3.9,3,2.1,1.6,1.2,0.7,0.4
E09000028,Southwark,6.5,6.3,5.4,0.9,0.9,0.9,0.9,1,1.1,1.1,1.4,1.5,1.7,11.1,12.4,9.8,7.5,6.5,6.2,5.4,3.9,2.6,2,1.3,0.9,0.5,0.3,6.1,6.2,5.1,0.9,0.9,0.8,0.9,1,1.2,1.3,1.5,1.7,1.9,12.1,11.6,8.6,6.9,6,6.2,5.6,4.1,2.8,2.3,1.7,1.3,0.8,0.6
E09000030,Tower Hamlets,6.7,6.5,5.6,1,1,1,1,1.2,1.3,1.4,1.6,1.8,1.9,12.1,13.7,10.9,7.9,6.1,4.9,3.8,2.9,2,1.4,0.9,0.7,0.4,0.2,6.9,6.8,5.8,1.1,1.1,1,1,1.3,1.5,1.6,1.9,2.1,2.2,12.8,13,9.6,7,5.2,4.3,3.5,2.9,2.4,1.7,1.2,0.9,0.6,0.4
E09000032,Wandsworth,7,6.4,5,0.8,0.8,0.8,0.8,0.8,0.8,1,1.1,1.4,1.7,10.7,12.7,11.4,8,6.4,5.5,4.7,3.5,2.6,2.4,1.5,1.2,0.6,0.3,6.1,5.7,4.4,0.7,0.7,0.7,0.8,0.7,0.9,1,1.2,1.7,2.4,13.6,12.6,10,7.2,6.1,5.5,4.4,3.4,3,2.5,1.9,1.5,0.9,0.6
E09000033,Westminster,5.2,5.7,4.9,0.9,0.8,0.9,1,1.2,1.2,1.2,1.4,1.5,1.7,9.7,10.4,10.4,8.2,6.9,6.4,5.1,3.9,3.3,2.9,2,1.5,0.9,0.5,5.2,5.9,5,0.9,1,0.9,1.1,1.1,1,1.2,1.4,1.7,1.9,9.3,9.5,8.5,7.2,6.5,6.4,5.6,4.8,4.2,3.4,2.4,2,1.2,0.8
E09000002,Barking and Dagenham,9.2,9.5,8.3,1.3,1.4,1.3,1.4,1.1,1.1,1.3,1.3,1.4,1.5,7.8,8.3,7.9,6.8,6.7,5.7,4.9,3.8,2.7,2.1,1.4,1.1,0.6,0.3,8.8,8.5,7.6,1.2,1.2,1.3,1.2,0.9,0.9,1.1,1.2,1.1,1.4,7.2,8.7,8.2,7.5,6.7,6.1,5,3.7,2.9,2.4,1.8,1.5,1,0.8
E09000003,Barnet,6.8,7.3,6.8,1.2,1.2,1.2,1.1,0.9,0.9,1,1.1,1.3,1.3,7.4,8.2,8.2,7.6,7,6.4,5.5,4.6,3.8,3.4,2.4,1.7,1.1,0.7,6.5,6.7,6.3,1.1,1.2,1,1,0.8,0.8,1,1.1,1.2,1.2,6.9,7.9,7.9,7.3,6.9,6.7,5.8,4.8,4.2,3.9,2.8,2.3,1.6,1.2
E09000004,Bexley,6.8,7,6.9,1.3,1.2,1.3,1.3,1.1,1,1,1.1,1.2,1.2,6.9,6.8,7.1,6.6,6.6,6.9,6.6,5.3,4.1,4,2.7,2.2,1.2,0.6,5.9,6.4,6,1.1,1.1,1.1,1.1,0.9,0.9,1,1.1,1.1,1.2,6.7,7.3,7.2,6.5,6.7,7.2,6.4,5.1,4.2,4.3,3.4,2.9,1.9,1.4
E09000005,Brent,7.4,6.9,6,1.2,1.1,1.2,1.2,1.2,1.2,1.3,1.4,1.5,1.5,8.2,9.1,8.7,7,6.3,6.1,5.6,4.9,3.6,2.8,2,1.5,0.9,0.4,7.2,6.9,6,1.1,1.1,1.1,1.1,1.1,1.1,1.3,1.2,1.4,1.4,7.2,8.1,7.8,6.9,6.5,6.4,6.1,5.1,4,3.2,2.5,2,1.2,0.8
E09000006,Bromley,6.8,7.1,6.6,1.2,1.2,1.1,1.2,0.8,0.8,0.8,1,1.1,1,5.6,6.5,7.3,7.4,7.4,7.4,6.5,5.2,4.3,4.4,3,2.2,1.4,0.7,5.9,6.3,5.8,1.1,1,1,1,0.7,0.6,0.6,0.9,0.9,1,5.7,6.8,7.7,7.5,7.2,7.4,6.6,5.1,4.5,4.8,3.5,2.9,2,1.3
E09000008,Croydon,7.6,7.4,7,1.3,1.3,1.2,1.3,1,0.9,0.9,1.1,1.2,1.3,6.5,7.5,7.4,7.2,6.6,7,6.7,5,3.9,3.3,2.2,1.7,1,0.5,6.8,6.7,6.4,1.2,1.1,1.2,1.1,0.8,0.8,0.8,1,1.1,1.1,6.5,7.9,7.9,7.2,6.7,7.1,6.6,5.2,4.2,3.6,2.6,2.1,1.3,0.9
E09000009,Ealing,7.2,7.4,6.4,1.1,1.1,1.1,1.2,1.1,0.9,1,1,1.3,1.3,7.4,8.3,8.2,7.7,7.1,6.7,5.7,4.6,3.8,3,2.1,1.7,0.9,0.5,7,7,6.2,1.1,1.1,1.1,1,0.9,0.9,0.9,1,1.2,1.3,6.7,7.8,8.1,7.4,7.3,6.8,5.9,5,4.2,3.4,2.5,2.1,1.3,0.8
E09000010,Enfield,7.5,7.8,7.4,1.3,1.3,1.2,1.3,1.1,1,1,1.2,1.4,1.4,7.4,7.5,7.3,6.6,6.7,6.8,6,4.7,3.5,3.1,2.3,1.7,1,0.5,6.8,7,6.7,1.2,1.2,1.2,1.1,0.9,0.8,0.9,1,1.2,1.3,6.9,7.7,7.8,7.1,6.8,7,6.2,4.6,3.9,3.4,2.8,2.2,1.4,0.9
E09000011,Greenwich,7.5,7.3,6.3,1.1,1.1,1,1.1,1,1.1,1.1,1.2,1.5,1.4,8.4,9.6,9.1,8.4,6.9,6.1,5.3,4,3,2.7,1.6,1.2,0.7,0.3,7.5,7,6.3,1,1,1,1,1,1,1,1.2,1.4,1.4,8.3,9.3,8.9,7.7,6.6,6.3,5.4,4.1,3.3,2.9,2.1,1.6,1,0.7
E09000015,Harrow,7.2,6.9,6.3,1.3,1.3,1.3,1.1,0.8,0.9,1,1.1,1.2,1.3,7.1,8,7.6,7.3,6.5,6,6,5.3,4.4,3.6,2.6,2.1,1.3,0.7,7,6.7,5.9,1.2,1.1,1.1,1,0.7,0.7,0.9,1,1.1,1.2,6.4,7.3,7.7,6.9,6.6,6.6,6.3,5.6,4.6,4.2,3.1,2.5,1.7,1.1
E09000016,Havering,7.1,6.8,6.3,1.2,1.1,1.2,1.2,1,1.1,1.1,1.1,1.3,1.3,6.8,7,7.1,6.2,6.2,6.7,6.5,5.6,4.5,4.4,2.9,2.2,1.4,0.6,6.3,6.1,5.7,1.1,1.1,1,1,0.8,0.8,0.9,1.1,1.2,1.2,6.7,7.4,7,6.2,6.2,6.8,6.3,5.1,4.6,4.8,3.6,3.1,2.2,1.5
E09000017,Hillingdon,7.4,7.4,6.5,1.2,1.2,1.1,1.1,1.3,1.3,1.4,1.3,1.4,1.4,7.8,7.8,7.8,7.2,6.6,6.2,5.7,4.6,3.6,3.2,2.3,1.8,1,0.6,7,7,6.2,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1.2,1.3,1.2,7,7.7,8.1,7.3,6.4,6.4,5.9,4.7,3.8,3.6,2.6,2.3,1.5,0.8
E09000018,Hounslow,7.4,7.4,6.2,1,1.1,1.1,1.1,1,1.1,1,1.2,1.2,1.3,7.4,8.8,9,8.2,7,6.4,5.5,4.5,3.7,2.9,2,1.5,0.8,0.3,7.3,7.3,6.2,1.1,1.1,1,1,0.9,0.9,1,1,1.2,1.3,7.2,8.1,8.9,7.6,6.8,6.3,5.6,4.7,4,3.4,2.4,1.9,1.2,0.7
E09000021,Kingston upon Thames,6.5,6.9,6.2,1.1,1,1,1.1,0.9,1.1,1.3,1.3,1.4,1.6,7.6,8,8.3,7.7,7.5,6.6,5.6,4.6,3.8,3.4,2.3,1.6,0.9,0.6,6,6.6,6.1,1.1,1.1,1,1,1.1,1.3,1.4,1.4,1.3,1.4,6.6,7.7,8.3,7.6,7.2,6.5,5.6,4.5,3.9,3.8,2.6,2,1.5,1.2
E09000024,Merton,7.4,7.3,6.2,1.1,1,1,1,0.8,0.7,0.8,1,1.3,1.3,7.3,8.7,9.4,8.5,6.9,6.6,5.7,4.4,3.5,3,2.1,1.6,0.9,0.4,6.8,6.7,5.6,1,0.9,0.9,0.9,0.7,0.6,0.9,1,1.2,1.3,7.3,8.3,9.6,8,7,6.8,5.9,4.6,3.9,3.4,2.4,2,1.3,0.9
E09000026,Redbridge,7.5,7.2,6.9,1.3,1.3,1.4,1.3,1,1,1.1,1.2,1.3,1.4,7.8,8.3,8.5,7.5,6.6,6,5.3,4.5,3.6,2.9,2,1.5,0.9,0.5,7.3,7,6.6,1.3,1.2,1.2,1.2,0.9,0.9,1.1,1.2,1.2,1.4,7.2,7.7,8.1,7.5,6.6,6.3,5.7,4.6,3.9,3.3,2.4,2,1.3,1
E09000027,Richmond upon Thames,6.6,7.4,6.8,1.2,1.1,1.1,1,0.7,0.7,0.8,0.9,1,1,4.7,6,7.7,8.7,8.5,7.6,6.6,5.1,4.4,4.1,2.7,1.8,1.1,0.5,5.9,6.8,6.2,1,1.1,0.9,1,0.7,0.6,0.8,0.7,0.9,0.8,5.1,6.3,8.4,8.4,8.3,7.4,6.4,5.1,4.5,4.5,3,2.3,1.5,1.3
E09000029,Sutton,7,7.5,6.7,1.2,1.2,1.1,1.2,0.9,0.8,0.9,1,1.1,1.1,5.6,6.4,8,8,7.6,7.3,6.2,5.1,4,3.8,2.5,1.9,1.1,0.6,6.2,6.6,6.2,1.2,1.1,1,1,0.7,0.7,0.8,0.9,1,1.1,5.6,7.4,8.7,7.7,7.4,7.2,6.2,4.7,4.1,4.2,3,2.4,1.6,1.1
E09000031,Waltham Forest,7.9,7.2,6.2,1.1,1.2,1,1.1,0.9,1,1,1.1,1.3,1.4,8.2,10.2,9.6,7.8,7,6.2,5.1,3.9,2.9,2.5,1.7,1.3,0.7,0.4,7.7,6.9,5.9,1.1,1.1,1,1,0.9,0.8,0.9,1.1,1.2,1.3,7.6,9.6,9.5,7.4,6.6,6.5,5.4,4.4,3.5,2.9,2,1.7,1.1,0.8
E06000036,Bracknell Forest,6.2,7,6.9,1.3,1.4,1.3,1.3,1,1,1,1,1.4,1.1,5.9,6.9,7.3,6.9,7.6,7.5,6.8,5.5,4.4,3.8,2.4,1.8,0.9,0.5,5.7,6.4,6.5,1.3,1.2,1.1,1.1,0.8,0.8,0.9,1,1.1,1.2,5.9,7.2,8,7.2,7.3,7.4,6.9,5.3,4.3,4.2,2.7,2.2,1.3,0.9
E06000043,Brighton and Hove,4.7,5,5,1,1,1,1.2,1.8,2.3,2.4,2.4,2.3,2,10.3,7.9,7.1,6.4,7,7,5.7,4.3,3.5,3.4,2.2,1.6,1,0.6,4.5,4.9,4.8,0.9,0.9,0.9,1.2,2.3,2.8,2.8,2.6,2,1.8,9.4,7,6.6,6.3,6.7,6.9,5.9,4.3,3.7,3.5,2.6,2.1,1.5,1.1
E06000046,Isle of Wight,4.6,5.3,5.4,1.1,1.1,0.9,1.1,0.9,0.9,0.9,1.1,1,1,5.1,4.9,4.8,4.9,6,7.4,7.4,7.3,7.2,8,5.4,3.4,1.9,1,4.2,4.8,4.7,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.9,0.9,0.9,4.5,4.6,4.7,4.8,6.5,7.7,7.7,7.4,7.5,8,5.6,4,2.7,1.9
E06000035,Medway,6.8,7.1,6.6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.2,1.2,7.1,7.1,6.6,6.2,6.6,7,6.4,5.3,4.5,4.4,2.8,1.9,1,0.4,6.4,6.6,6.1,1.2,1.1,1.1,1,1,1.1,1.1,1.1,1.1,1.3,7.1,7.1,6.8,6.2,6.5,6.9,6.5,5.3,4.6,4.7,3.1,2.4,1.4,0.9
E06000042,Milton Keynes,7.1,8.1,7.4,1.3,1.2,1.2,1.2,0.9,0.8,0.9,1,1.2,1.2,5.9,6.9,8.2,7.9,7.2,6.7,5.9,5,4.3,3.6,2.3,1.5,0.8,0.4,6.7,7.5,7,1.2,1.1,1.1,1,0.7,0.6,0.7,0.9,1,1.1,5.9,7.4,8.3,7.5,7,6.6,6,5.2,4.6,4,2.7,2,1.3,0.8
E06000044,Portsmouth,5.6,6.1,5.7,1,1,1,1.2,2.5,2.9,3,2.4,2.1,1.8,9.6,7.3,6.6,5.5,6,5.9,5.7,4.5,3.6,3.6,2.3,1.7,0.9,0.5,5.7,6,5.5,1.1,0.9,0.9,1.2,2.3,2.4,2.4,2.1,1.6,1.6,8.3,7.1,6.5,5.4,6,6.3,5.9,4.7,3.9,4.1,2.8,2.3,1.5,1
E06000038,Reading,7.2,6.9,6.2,1,1,1,1.1,1.6,1.7,1.7,1.7,1.6,1.6,8.8,7.9,8.1,7.1,6.6,6.2,5.4,4.3,3.3,3,2.1,1.6,0.9,0.5,6.8,6.8,5.9,1,1,0.9,1.1,1.8,2.1,2,1.6,1.6,1.5,8.5,7.2,7.8,6.7,6.2,6.2,5.3,4.2,3.5,3.4,2.6,2,1.4,0.9
E06000039,Slough,8.6,8.8,7.9,1.3,1.3,1.1,1.2,1,0.9,1,1.1,1.2,1.3,6.1,7.3,9.3,8.8,7.2,6.2,5,4.1,3.4,2.2,1.7,1.2,0.7,0.3,8.3,8.7,7.9,1.3,1.2,1.2,1.1,0.9,0.8,0.9,1,1.1,1,6.1,8.3,9.5,8,6.3,6,5.1,4.3,3.2,2.6,1.9,1.5,1,0.7
E06000045,Southampton,6.1,6.2,5.4,1,0.9,0.9,1.1,2.4,2.9,3,2.8,2.2,2.1,10.9,7.4,6.7,5.7,5.6,5.4,5.2,4.4,3.5,3.3,2.2,1.5,0.9,0.4,6.1,6.1,5.2,0.9,0.9,0.9,1.2,2.3,2.8,2.7,2.5,2.1,2,9.4,7.1,6.7,5.5,5.2,5.6,5.3,4.4,3.9,3.8,2.7,2.1,1.5,1
E06000037,West Berkshire,5.7,6.7,6.8,1.3,1.4,1.2,1.3,1,0.8,0.8,0.9,1,1.1,5.2,5.4,6,6.3,7.4,8.1,7.4,6.2,5.2,5.2,3.5,2.3,1.3,0.6,5.4,6.3,6.4,1.4,1.3,1.2,1.1,0.8,0.7,0.7,0.9,1,1,4.8,5.6,6.2,6.7,7.6,7.7,7.1,6,5.5,5.5,3.8,2.7,1.8,1.2
E06000040,Windsor and Maidenhead,6,6.6,7.2,1.6,1.4,1.5,1.3,0.9,0.7,0.8,0.8,0.9,1,4.9,5.8,6.7,7.1,7.5,7.8,7,5.4,4.5,4.7,3.2,2.5,1.4,0.9,5.4,6.3,6.3,1.2,1.2,1.1,1.2,0.7,0.6,0.7,0.9,1,1,4.8,5.8,7.1,7.2,7.6,7.6,6.6,5.2,4.8,5.1,3.8,3.1,2.1,1.6
E06000041,Wokingham,6,7.5,7.3,1.3,1.2,1.2,1.3,1,0.9,0.9,0.9,1,1.1,4.9,5.4,6.5,7.5,7.9,7.4,6.9,5.6,4.5,4.4,3.2,2.2,1.3,0.6,5.5,6.9,6.6,1.2,1.2,1.2,1.1,0.9,0.7,0.7,0.8,0.9,1,4.5,6.1,7.3,7.5,7.4,7.4,6.6,5.3,4.7,4.9,3.5,2.8,1.8,1.2
E06000060,Buckinghamshire,6.2,7.1,6.9,1.3,1.3,1.3,1.2,0.9,0.8,0.9,1,1.1,1.1,5.3,5.5,6.3,6.7,7.4,7.6,7,5.8,4.8,4.8,3.3,2.5,1.4,0.7,5.7,6.5,6.5,1.2,1.1,1.2,1.1,0.7,0.7,0.7,0.9,1,1.1,5.1,5.9,6.7,6.7,7.2,7.4,6.7,5.6,5,5.1,3.8,3,2,1.4
E07000061,Eastbourne,5.3,6.1,5.8,1.1,1.1,1,1.2,1.1,1.3,1.3,1,1.1,1.1,5.5,5.6,6,5.5,6.2,6.9,6.9,5.8,5.6,6.4,4.2,3.3,2.1,1.3,4.9,5.5,4.9,1.1,0.9,1,1.1,0.9,1.1,1,1.1,1,1,5,5.1,5.9,5.6,6.2,6.8,6.7,6.1,6.2,6.8,4.6,4.1,3,2.4
E07000062,Hastings,5.9,6.3,6,1.1,1.1,1.1,1.1,1,1,1,1.2,1.2,1.3,5.9,6,6.2,5.8,7,7.7,7.2,5.8,5.6,5.8,3.4,2.3,1.2,0.8,5.4,5.9,5.4,1,1,1,1.1,0.9,0.9,0.9,1.1,1.2,1,5.8,6.4,6,5.6,6.6,7.5,7.3,6.5,5.7,5.9,3.6,2.8,1.8,1.8
E07000063,Lewes,4.9,6,6.4,1.3,1.2,1.2,1.1,1,0.9,0.8,1,1,1,4.7,4.9,5.6,5.3,6.5,7.8,7.4,6.4,6.3,6.6,4.5,3.3,2,1.1,4.3,5.1,5.3,1,1.1,1,1.1,0.9,0.7,0.7,0.8,0.9,0.9,4.4,4.9,5.3,5.8,6.9,7.5,7.1,6.5,6.5,7,5.1,4.1,2.9,2.3
E07000064,Rother,4.4,5.4,5.4,1,1,1,1,0.8,0.7,0.9,0.9,1.1,0.9,4.6,4.3,4.2,4.2,5.8,7.3,7.7,7.2,7.7,8.7,5.9,4.2,2.3,1.3,3.6,4.6,4.9,0.8,0.9,0.8,1,0.6,0.6,0.7,0.8,0.7,0.8,4.1,4.1,4.4,4.4,5.9,7.3,7.5,7.5,7.8,9,6.3,4.9,3.3,2.7
E07000065,Wealden,4.9,5.8,6.2,1.2,1.1,1.2,1.1,0.9,0.8,0.9,0.8,1,0.9,4.7,4.5,5,5,6.7,7.9,7.8,7,6.4,7.1,4.9,3.3,1.9,1,4.3,5.2,5.4,1.1,1.1,1,1,0.7,0.6,0.7,0.8,0.8,0.9,4.3,4.6,5.2,5.4,6.9,7.7,7.6,7,6.6,7.5,5.1,3.9,2.6,1.9
E07000084,Basingstoke and Deane,6.2,7.2,6.3,1.1,1.1,1.1,1,1,1,0.9,1,1.2,1.1,5.5,6.5,6.8,6.8,7.3,7.9,7.2,5.5,4.7,4.7,3.2,2.1,1.2,0.6,5.8,6.5,5.9,1.1,1,1.1,1,0.8,0.8,0.8,1,1,1,5.6,6.7,7.3,6.8,7.2,7.6,6.8,5.5,4.9,5.2,3.5,2.6,1.6,1
E07000085,East Hampshire,5.1,6.3,6.3,1.4,1.2,1.3,1.2,0.9,0.8,0.9,1,1,1.1,4.7,4.6,4.9,5.5,7.3,7.6,8,6.8,5.9,6.3,4.3,3,1.8,0.9,4.6,5.6,6,1.1,1.1,1.2,1.1,0.7,0.6,0.7,0.9,0.9,1,4.5,4.6,5.3,6.2,7.2,8,7.8,6.5,5.7,6.5,4.7,3.5,2.4,1.7
E07000086,Eastleigh,5.8,6.7,6.5,1.3,1.2,1.1,1.1,0.9,0.9,1,1,1.1,1.1,5.9,6.4,6.5,6.3,7,7.2,6.8,6,5.1,5.2,3.5,2.4,1.4,0.8,5.4,6,5.8,1.1,1,1,1,0.8,0.7,0.8,0.9,1,1.1,6,6.8,6.8,6.5,6.8,7.1,6.8,5.7,5.3,5.3,3.8,3,2,1.3
E07000087,Fareham,4.9,5.7,5.8,1.2,1,1.2,1.2,1,1,1,1,1,1.2,5.5,5.6,5.9,5.4,6.9,7.5,7.6,6.6,5.4,6.4,4.2,3.1,1.9,0.8,4.4,5.4,5.2,1.1,1,1,1.1,0.8,0.7,0.8,0.8,0.9,1,4.8,5.7,5.7,5.8,7,7.8,7.4,6.3,6,6.5,4.9,3.7,2.6,1.7
E07000088,Gosport,5.6,6.3,6.3,1.2,1.1,1.1,1.1,1.2,1.3,1.1,1.2,1.4,1.3,6.4,6.3,6.1,5.8,6.4,6.9,7.1,6.2,5.3,5.6,3.4,2.5,1.4,0.6,5.1,5.6,5.8,1,1.1,1.1,1.2,1,1,0.9,1,1.1,1.2,5.8,6.2,6.1,5.5,6.7,7.4,7.1,6.2,5.5,6.1,3.9,3.1,2.2,1.3
E07000089,Hart,5.8,6.8,6.9,1.2,1.2,1.3,1.3,0.8,0.8,0.8,0.9,1,1.2,4.6,6,6.1,7,7.9,7.8,7.2,5.4,4.6,5.1,3.6,2.5,1.4,0.7,5.3,6.4,6.4,1.2,1.1,1.1,1.1,0.5,0.6,0.6,0.8,0.8,0.8,4.5,5.4,6.6,7.1,7.9,7.7,6.8,5.5,5.1,5.8,4.3,3.1,1.9,1.4
E07000090,Havant,5.5,6.1,6.1,1.1,1.1,1.1,1.1,1.1,1.2,1,1.2,1.1,1.2,6.1,5.5,5.4,5,6.1,7.1,7.3,6.6,5.9,6.2,4.2,3,1.9,1,4.9,5.4,5.3,1.1,1,1,1,0.9,1,0.9,1,1.1,1,5.5,5.6,5.5,5.1,6.3,7.5,7.4,6.6,5.8,6.5,4.6,3.8,2.5,1.6
E07000091,New Forest,4.5,5.5,5.7,1.1,1,1.1,1.1,0.8,0.9,0.9,0.9,1,1,4.8,4.5,4.6,4.9,6.1,7.3,7.6,7,7,7.7,5.3,3.8,2.5,1.3,4.1,4.9,4.9,0.9,1,1,0.9,0.7,0.7,0.7,0.7,0.9,0.8,4.3,4.6,4.8,5.1,6.3,7.3,7.5,7,7.1,7.7,5.7,4.5,3.2,2.5
E07000092,Rushmoor,6.8,6.5,6,1.1,1,1.1,1.1,0.9,0.8,1.1,1.2,1.2,1.4,7.1,8,7.7,7,7.2,7.4,6.8,4.9,3.9,3.9,2.8,1.8,0.9,0.5,6.7,6.3,5.7,1.1,1,1,1,0.9,0.9,0.8,1.1,1.1,1.2,6.6,7.9,7.3,7.1,7.4,7.5,6.3,4.9,4.3,4.2,2.9,2.3,1.4,1.1
E07000093,Test Valley,6.1,6.4,6.1,1.1,1,1.1,1.1,0.9,0.7,0.7,1,1,0.9,5.1,5.7,5.8,6.1,7.2,7.8,7.3,6.4,5.4,5.8,4,3,1.5,0.7,5.2,6.1,5.6,1,1.1,1,1,0.7,0.7,0.7,0.8,0.9,0.9,5.2,5.7,6.1,6.1,7.3,7.5,7.3,6,5.7,6.1,4.3,3.2,2.2,1.5
E07000094,Winchester,5,6.4,6.7,1.3,1.3,1.3,1.4,1.7,1.6,1.5,1.2,1.1,1.1,4.7,4.8,5.3,6.1,6.9,7.3,7.1,6,5.3,5.6,3.8,2.8,1.7,0.9,4.8,5.7,5.9,1.1,1,1.1,1.3,1.9,1.9,1.7,1.2,0.8,0.8,5,4.7,5.5,6.2,6.8,7.1,6.8,5.8,5.4,5.8,4.2,3.2,2.3,1.8
E07000105,Ashford,6.4,7,6.9,1.4,1.2,1.3,1.2,0.9,0.8,0.8,1,1,1.1,5.8,5.8,5.8,6,6.8,7.9,7.1,5.5,5.1,5.4,3.6,2.3,1.2,0.6,5.8,6.5,6.3,1.2,1.2,1.1,1.1,0.8,0.9,0.9,1.1,0.9,1,5.6,6.2,6.2,6.1,7.2,7.4,6.6,5.5,5.1,5.7,4,2.7,1.8,1.2
E07000106,Canterbury,4.5,5.4,5.6,1.1,1.1,1.1,1.3,2.5,3,2.7,2.4,2,1.8,9.3,5.7,4.8,4.3,5.2,6.2,5.8,5.4,5.1,5.4,3.6,2.5,1.4,0.8,4.2,4.9,4.9,1,1,1,1.3,2.9,3.3,2.8,2.1,1.5,1.4,7.2,4.7,5,4.8,5.6,6.1,6,5.6,5.4,5.9,4.2,3.2,2.2,1.7
E07000107,Dartford,7.8,7.4,6.9,1.1,1.2,1.1,1,0.9,0.9,0.9,0.9,1.2,1.1,6.1,7.9,8.2,7.4,7.1,6.9,6.1,4.8,3.8,3.5,2.4,1.8,1.1,0.6,7,7.2,6.4,1.2,1,1,1,0.7,0.8,0.8,1,1.1,1.1,6.9,8.7,8.4,6.7,6.6,6.9,5.8,4.5,3.8,3.7,2.8,2.2,1.6,0.9
E07000108,Dover,5.3,6,5.9,1.1,1.1,1.1,1,0.9,1,1,1.1,1.1,1.2,5.4,5.7,5.4,5.2,6.5,7.6,7.3,6.9,6.3,6.7,4.2,2.9,1.5,0.8,4.8,5.3,5.7,1.1,1.1,1,1,0.8,0.8,0.8,1,1,1,5.5,5.4,5.7,5.1,6.5,7.4,7.4,7.1,6.4,6.8,4.5,3.3,2.2,1.6
E07000112,Folkestone and Hythe,5,5.8,5.7,1.1,1,1.1,1,0.9,0.9,0.9,1.1,1.1,1,5.6,5.6,5.4,5.4,6.8,7.6,7.4,6.4,6.4,7.1,4.4,2.9,1.6,0.9,4.5,5.6,5.2,0.9,1,0.9,0.9,0.8,0.7,0.8,0.9,0.9,0.9,5.2,5.4,5.7,5.3,6.5,7.5,7.3,6.7,6.7,7.2,4.7,3.5,2.3,1.9
E07000109,Gravesham,6.8,7.2,6.7,1.3,1.3,1.2,1.3,1.1,1,1.1,1,1,1.1,5.9,6.6,6.5,6.2,7.1,7.3,6.7,5.5,4.5,4.3,3.2,2.2,1.3,0.6,6.4,6.8,6.5,1.1,1.1,1.2,1,0.8,0.8,0.9,1,0.9,1.2,6.3,6.9,6.8,6.3,6.8,6.9,6.5,5.3,4.6,4.8,3.4,2.9,1.8,1.1
